timestamp,wind_speed_ms,wind_direction_deg,actual_power_output_kw,theoretical_power_curve_kwh
2018-01-01 00:00:00,5.31133604049682,259.994903564453,380.047790527343,416.328907824861
2018-01-01 00:10:00,5.67216682434082,268.64111328125,453.76919555664,519.917511061494
2018-01-01 00:20:00,5.21603679656982,272.564788818359,306.376586914062,390.900015810951
2018-01-01 00:30:00,5.65967416763305,271.258087158203,419.645904541015,516.127568975674
2018-01-01 00:40:00,5.57794094085693,265.674285888671,380.650695800781,491.702971953588
2018-01-01 00:50:00,5.60405206680297,264.57861328125,402.391998291015,499.436385024805
2018-01-01 01:00:00,5.79300785064697,266.163604736328,447.605712890625,557.372363290225
2018-01-01 01:10:00,5.30604982376098,257.949493408203,387.2421875,414.898178826186
2018-01-01 01:20:00,5.58462905883789,253.480697631835,463.651214599609,493.677652137077
2018-01-01 01:30:00,5.52322816848754,258.72378540039,439.725708007812,475.706782818068
2018-01-01 01:40:00,5.72411584854125,251.850997924804,498.181701660156,535.841397042263
2018-01-01 01:50:00,5.93419885635375,265.504699707031,526.816223144531,603.014076510633
2018-01-01 02:00:00,6.54741382598876,274.23291015625,710.587280273437,824.662513585882
2018-01-01 02:10:00,6.19974613189697,266.733184814453,655.194274902343,693.472641075637
2018-01-01 02:20:00,6.50538301467895,266.76040649414,754.762512207031,808.098138482693
2018-01-01 02:30:00,6.63411617279052,270.493194580078,790.173278808593,859.459020788565
2018-01-01 02:40:00,6.37891292572021,266.593292236328,742.985290527343,759.434536596592
2018-01-01 02:50:00,6.4466528892517,265.571807861328,748.229614257812,785.28100987646
2018-01-01 03:00:00,6.41508293151855,261.15869140625,736.647827148437,773.172863451736
2018-01-01 03:10:00,6.43753099441528,257.56021118164,787.246215820312,781.7712157188
2018-01-01 03:20:00,6.22002410888671,255.926498413085,722.864074707031,700.764699868076
2018-01-01 03:30:00,6.89802598953247,250.012893676757,935.033386230468,970.736626881787
2018-01-01 03:40:00,7.60971117019653,255.985702514648,1220.60900878906,1315.04892785216
2018-01-01 03:50:00,7.28835582733154,255.444595336914,1053.77197265625,1151.26574355584
2018-01-01 04:00:00,7.94310188293457,256.407409667968,1493.80798339843,1497.58372354361
2018-01-01 04:10:00,8.37616157531738,252.41259765625,1724.48803710937,1752.19966204818
2018-01-01 04:20:00,8.23695755004882,247.979400634765,1636.93505859375,1668.47070685152
2018-01-01 04:30:00,7.87959098815917,238.609603881835,1385.48803710937,1461.81579081391
2018-01-01 04:40:00,7.10137605667114,245.095596313476,1098.93200683593,1062.28503444311
2018-01-01 04:50:00,6.95530700683593,245.410202026367,1021.4580078125,995.995854606612
2018-01-01 05:00:00,7.09829807281494,235.227905273437,1164.89294433593,1060.85971215544
2018-01-01 05:10:00,6.95363092422485,242.872695922851,1073.33203125,995.250960801046
2018-01-01 05:20:00,7.24957799911499,244.835693359375,1165.30798339843,1132.4168612641
2018-01-01 05:30:00,7.29469108581542,242.48159790039,1177.98999023437,1154.36530469206
2018-01-01 05:40:00,7.37636995315551,247.97720336914,1170.53601074218,1194.8430985043
2018-01-01 05:50:00,7.44855403900146,249.682998657226,1145.53601074218,1231.43070603717
2018-01-01 06:00:00,7.2392520904541,248.401000976562,1114.02697753906,1127.43320551345
2018-01-01 06:10:00,7.32921123504638,244.621704101562,1153.18505859375,1171.35504358957
2018-01-01 06:20:00,7.13970518112182,244.631805419921,1125.3310546875,1080.13908466205
2018-01-01 06:30:00,7.47422885894775,245.785995483398,1228.73205566406,1244.63353439737
2018-01-01 06:40:00,7.03317403793334,248.652206420898,1021.79302978515,1030.99268581181
2018-01-01 06:50:00,6.88645505905151,244.611694335937,957.378173828125,965.683334443832
